cgpa,skills_score,projects,internship,certifications,job_fit_score
9.4,10,6,1,1,165.1
8.24,6,5,0,6,133.51
9.5,4,7,1,0,132.5
8.12,1,3,1,7,112.73
5.66,1,8,1,2,100.06
6.55,5,9,0,8,139.65
6.01,8,7,0,4,125.32
9.54,1,4,0,6,115.58
8.8,2,5,1,6,125.55
8.38,7,4,0,8,143.82
6.5,8,5,1,1,125.88
5.92,3,0,1,3,79.52
8.78,8,3,0,7,146.33
7.37,1,8,0,4,108.64
6.13,9,3,0,4,118.48
8.08,2,1,0,2,84.31
5.2,2,5,0,4,83.6
6.63,4,1,0,6,94.28
7.34,10,2,0,3,124.26
5.74,3,6,1,7,118.38
9.92,4,3,0,5,125.4
6.05,6,0,1,5,102.31
5.65,7,8,0,5,126.96
6.02,5,5,1,3,114.99
8.85,2,8,1,2,131.02
7.13,3,2,0,5,94.23
7.83,10,4,0,5,146.07
5.11,3,8,0,1,91.06
5.17,5,5,1,8,118.69
7.23,5,1,0,3,94.88
9.08,4,0,0,3,104.41
9.43,8,8,1,7,182.58
5.43,6,0,1,2,90.11
7.69,6,4,1,6,134.4
9.57,1,0,1,6,109.28
6.94,6,4,1,1,112.99
9.15,3,4,1,2,118.95
5.67,6,6,1,3,116.92
9.68,10,6,1,1,164.26
8.76,6,10,0,8,164.3
9.71,2,9,0,5,138.36
8.38,1,0,1,0,81.62
6.82,3,8,1,0,113.06
9.69,5,0,1,7,133.07
6.38,4,4,1,5,111.69
6.66,7,6,1,6,139.93
8.5,4,7,0,5,134.12
8.83,8,1,1,1,126.63
9.65,7,0,1,2,129.37
6.02,10,3,0,7,129.7
8.99,9,3,1,3,148.62
8.69,1,9,1,7,142.63
5.32,5,5,0,2,95.72
6.94,4,0,1,1,87.72
6.41,6,0,1,6,107.08
6.52,1,2,1,0,73.61
9.91,6,4,0,2,133.25
8.21,1,5,1,1,107.87
8.59,1,4,1,4,113.38
9.88,8,4,0,1,135.54
6.89,2,8,0,4,110.69
9.01,10,1,1,2,140.19
7.17,6,0,1,8,120.68
9.35,6,5,1,8,159.16
5.9,6,8,1,7,140.94
9.74,8,6,1,4,164.04
6.09,4,7,1,6,123.55
6.63,3,4,1,1,99.17
8.78,6,9,0,2,141.19
6.97,4,3,0,1,93.26
8.04,2,5,1,0,101.61
7.22,6,2,0,2,102.21
8.71,10,0,1,3,136.24
6.14,5,10,1,8,146.47
5.29,9,3,1,1,111.31
6.5,6,8,1,8,151.04
7.37,3,3,0,0,88.59
5.84,5,0,1,8,107.47
6.77,10,3,1,5,141.26
7.0,8,6,1,7,151.38
5.29,9,2,1,2,113.83
7.92,8,9,0,7,161.73
9.42,3,5,1,8,144.41
5.76,9,0,0,6,112.04
7.99,3,10,0,3,129.54
8.32,8,3,1,5,144.07
7.1,10,2,1,5,138.86
8.51,9,0,1,1,124.95
7.05,7,2,0,1,101.76
7.52,4,3,0,4,105.1
5.04,10,4,1,0,117.97
8.46,9,5,1,4,151.78
8.31,3,1,0,2,87.56
5.19,3,1,1,2,74.63
6.84,2,5,0,7,104.91
9.9,10,4,0,2,153.55
7.1,3,0,0,2,77.27
7.51,1,2,0,0,73.59
9.55,4,10,1,7,168.23
8.59,8,4,1,5,147.64
7.91,5,1,0,7,116.2
8.99,2,0,1,2,96.58
9.32,3,8,0,5,139.69
7.28,1,4,1,1,92.02
7.38,2,1,0,2,78.33
6.93,1,9,1,3,113.22
9.83,2,3,1,8,135.06
8.49,3,2,0,3,104.4
5.42,1,6,1,6,101.16
9.31,9,0,0,7,141.06
7.4,10,9,1,4,165.89
5.34,5,3,0,1,83.93
7.75,8,6,1,7,157.3
7.09,5,10,1,4,143.56
9.39,8,9,0,4,164.1
6.02,7,4,0,6,113.53
9.13,4,3,1,5,129.86
7.79,7,3,1,2,122.91
5.27,6,10,0,6,130.24
9.86,3,1,0,0,96.43
7.56,9,7,0,3,141.19
6.45,10,3,0,3,119.97
7.35,9,1,1,5,135.01
9.29,5,8,1,5,154.96
6.52,8,9,1,7,157.95
5.96,7,6,1,0,119.77
5.65,9,2,1,6,127.3
6.49,7,6,1,3,125.85
8.9,4,0,0,5,108.97
7.36,4,0,1,8,116.16
6.14,8,3,0,2,110.21
5.83,6,3,0,7,110.98
6.66,9,3,0,2,114.11
9.7,10,8,0,5,174.5
6.72,7,5,1,1,118.82
9.94,7,2,0,8,144.79
7.43,4,5,0,1,100.19
5.9,3,1,1,4,86.91
9.46,8,1,0,5,134.97
7.3,7,6,0,3,125.52
8.55,4,2,1,6,123.41
9.92,4,6,0,6,140.77
5.25,1,2,1,6,86.01
5.48,7,1,1,6,115.2
8.6,1,3,1,8,118.92
6.41,10,3,1,1,126.95
5.92,10,2,1,4,125.69
5.2,4,8,0,8,119.11
5.11,3,5,1,1,87.92
8.87,3,4,1,2,116.56
5.67,1,5,1,6,102.38
7.34,4,10,1,8,150.0
8.03,1,7,1,2,108.33
7.14,8,4,0,7,135.6
5.14,1,3,0,7,78.35
8.92,6,6,1,3,143.05
5.05,7,4,0,5,111.88
8.81,10,3,1,7,164.94
9.47,2,4,1,8,135.62
7.16,4,10,1,1,128.9
7.68,3,3,0,0,89.31
7.38,9,7,1,4,150.61
6.95,7,7,1,2,133.54
9.44,2,0,0,5,100.42
9.47,6,2,1,0,124.18
6.68,9,10,0,3,147.15
8.08,3,3,0,5,105.22
9.63,6,1,1,1,125.92
9.81,3,4,0,7,127.18
7.54,3,10,1,3,133.8
7.26,4,7,0,1,108.08
6.39,9,1,0,0,102.17
9.79,8,8,0,7,170.44
5.71,1,6,1,0,85.59
7.9,1,5,0,6,106.86
6.41,7,7,1,6,138.63
6.4,3,1,1,5,95.03
7.02,7,4,1,7,134.71
9.99,9,3,0,0,137.65
5.27,3,7,0,0,83.74
7.89,3,0,1,0,90.52
5.41,2,2,1,5,85.94
5.77,10,9,1,6,158.64
7.2,1,7,1,8,126.98
7.55,9,4,1,4,141.67
6.29,6,3,1,0,104.14
6.58,6,5,0,8,127.59
5.43,8,4,1,4,120.75
6.52,5,2,1,5,107.46
9.83,9,10,1,8,200.15
9.72,5,4,1,1,132.79
6.67,2,3,0,2,79.85
7.85,6,0,0,6,111.32
9.55,9,0,1,2,139.4
5.03,3,6,1,1,92.47
9.05,10,3,1,6,162.9
9.74,4,0,0,7,121.0
5.46,10,5,0,8,140.73
5.81,8,10,0,1,129.22
9.8,6,10,1,1,158.75
7.69,7,10,0,6,151.9
5.07,7,10,1,3,133.19
6.29,4,0,1,4,90.44
7.25,6,7,1,0,122.63
8.46,9,8,1,5,173.41
8.67,3,10,1,7,156.38
9.98,8,2,0,0,126.77
6.44,7,6,0,1,113.44
7.69,4,4,0,6,111.96
7.67,10,2,1,1,134.65
7.03,3,4,0,8,107.33
5.85,7,9,1,5,143.79
9.89,10,6,1,4,171.42
9.27,9,6,1,6,170.3
7.49,10,8,0,7,165.42
8.02,3,7,0,8,127.86
6.14,10,3,0,5,125.79
7.72,9,4,0,4,136.01
8.47,8,4,1,6,152.73
7.58,3,9,1,1,124.75
9.95,8,1,1,7,155.6
8.06,4,6,1,3,126.23
6.85,6,6,1,0,122.7
8.86,10,8,0,2,155.66
5.85,2,8,0,8,115.14
6.92,8,3,1,3,126.76
6.73,9,4,1,2,132.11
7.16,7,6,1,3,136.86
8.91,8,9,1,2,164.38
7.42,7,6,1,2,132.74
8.97,10,10,0,1,164.19
7.88,4,9,1,5,141.16
6.71,1,10,0,5,113.09
9.05,3,7,0,3,125.04
6.19,7,7,1,7,144.75
6.12,7,1,1,5,113.76
7.52,3,8,0,7,124.67
6.3,1,10,0,5,109.31
5.05,10,3,0,8,125.04
8.24,9,0,1,2,124.31
7.56,6,0,0,2,94.77
7.23,7,4,1,1,121.82
9.83,1,6,0,5,125.51
7.86,1,4,1,6,109.94
9.32,4,2,1,6,128.28
5.7,7,10,0,4,131.38
7.85,8,6,1,5,152.44
9.34,10,0,1,6,155.17
7.92,9,10,0,1,151.15
8.59,1,0,1,6,98.83
6.86,4,1,0,0,76.42
5.46,4,0,0,5,79.07
7.29,3,8,0,7,128.31
6.97,7,3,1,0,116.41
9.34,1,6,1,0,111.32
6.22,9,4,0,5,126.04
9.83,8,6,1,4,162.61
9.79,2,6,0,2,116.53
6.24,2,0,0,6,75.94
6.74,8,0,0,6,111.25
9.48,1,10,1,6,147.06
9.83,7,2,1,5,151.62
7.22,9,9,1,3,156.82
6.6,3,1,0,8,97.82
7.63,7,6,0,8,142.72
8.44,6,2,1,6,137.98
6.37,7,6,1,6,138.62
8.68,7,8,0,7,159.13
5.26,10,10,0,4,142.88
5.25,1,0,0,8,72.92
6.93,3,2,0,5,94.12
6.77,10,10,1,6,171.38
6.58,1,5,1,6,103.47
7.46,5,8,0,8,140.17
6.6,3,4,0,6,101.18
5.96,1,2,1,2,78.43
6.55,2,7,0,5,104.91
9.87,10,4,0,5,156.15
7.06,5,5,1,6,130.74
7.22,3,1,1,5,104.37
7.88,6,3,1,3,120.73
9.92,9,0,0,5,142.94
6.21,6,3,0,2,100.46
8.41,2,0,1,0,85.99
8.58,2,3,1,0,98.41
8.04,8,1,0,4,122.4
5.44,8,5,0,7,121.8
8.38,6,5,0,2,121.74
5.32,10,7,1,1,130.93
7.98,7,8,1,7,161.86
8.7,1,7,0,8,129.51
6.05,9,0,1,8,128.19
9.21,5,2,1,1,121.7
5.15,9,5,1,7,136.51
9.22,2,0,0,1,86.95
7.3,8,7,0,6,141.96
6.09,7,5,1,7,134.51
5.67,4,0,0,0,63.86
9.77,3,9,1,7,159.81
5.36,4,1,1,2,82.45
6.0,4,5,0,0,87.33
6.74,10,9,1,6,172.13
8.1,10,7,1,2,162.34
7.72,8,4,1,7,151.62
5.63,4,0,1,8,102.62
6.45,5,9,1,1,128.43
6.19,2,1,1,0,73.51
6.07,4,3,0,7,101.29
7.06,7,3,1,5,128.92
8.52,3,6,0,0,106.74
6.09,1,1,0,2,61.62
6.83,8,6,0,8,143.26
6.95,8,6,0,8,140.5
9.88,6,6,0,5,148.33
9.77,7,2,1,2,135.2
9.0,10,5,1,7,172.84
6.21,2,5,0,5,95.05
5.34,5,3,1,0,89.02
6.58,7,0,0,5,99.4
6.33,9,8,1,4,147.3
7.53,1,1,0,7,91.15
8.89,3,8,0,1,119.99
9.29,6,7,0,6,151.45
9.22,7,0,1,5,133.81
6.8,6,10,1,0,133.99
8.44,1,6,0,7,118.18
6.56,4,9,0,5,122.16
5.3,6,2,1,2,97.24
8.51,8,9,1,4,165.22
5.05,10,9,0,6,149.47
7.05,4,8,0,8,130.1
6.65,7,4,0,3,112.46
8.47,3,10,1,1,135.1
8.83,8,2,0,2,121.95
6.52,1,7,1,6,114.62
9.06,4,2,1,7,130.61
6.47,8,6,0,4,123.0
7.23,10,6,1,2,149.24
8.64,4,6,0,0,111.81
8.46,2,0,0,0,77.51
9.94,2,10,1,1,143.85
6.13,4,4,0,4,96.28
8.31,4,10,1,2,141.75
8.05,2,0,1,6,107.32
9.58,7,6,0,1,134.3
5.78,6,7,1,1,114.68
8.76,3,6,1,2,122.89
7.84,8,0,0,0,106.31
6.37,8,2,1,1,110.7
7.37,1,9,0,4,112.46
6.67,3,2,0,2,81.4
7.9,5,6,1,5,138.38
9.45,2,3,1,1,110.53
7.85,5,2,0,7,117.28
8.16,10,5,1,3,156.84
7.59,3,9,0,2,118.63
5.26,9,5,1,4,127.58
6.16,1,9,0,7,111.94
7.46,4,4,0,8,124.52
6.55,10,5,1,0,133.54
5.91,6,2,1,3,104.57
7.52,9,9,1,5,163.42
6.61,3,4,0,5,100.36
6.29,3,8,0,8,123.07
7.32,5,3,1,0,106.18
5.67,7,10,1,4,142.56
9.64,5,1,0,0,111.77
9.34,8,4,1,5,157.42
8.54,5,2,1,8,137.78
5.53,7,2,0,3,96.38
8.88,6,3,1,8,146.77
9.04,10,3,0,2,141.58
8.84,2,4,0,6,114.45
5.57,3,6,1,4,105.46
8.22,4,3,1,0,108.68
9.17,5,10,1,6,165.35
7.89,9,6,0,7,153.53
8.23,6,8,0,5,143.02
7.29,1,2,0,0,73.27
7.64,3,4,1,8,124.93
5.17,7,3,0,6,102.38
8.19,8,8,0,5,151.94
5.41,7,4,0,3,104.05
7.18,5,9,1,2,136.33
6.46,10,1,0,3,113.32
7.73,8,9,1,0,148.9
5.67,9,0,1,8,126.61
8.46,7,6,0,1,131.17
8.98,9,10,0,1,158.22
5.82,1,0,0,2,56.17
5.52,9,7,1,0,128.04
5.73,3,8,1,2,112.07
9.39,6,6,1,3,148.11
7.64,8,8,1,8,166.8
7.34,3,9,0,4,118.95
5.53,4,5,0,5,98.54
8.25,7,6,1,0,133.55
9.34,7,2,1,2,133.77
9.14,4,8,1,6,150.1
8.13,9,2,1,6,145.39
5.38,3,5,1,0,85.99
5.56,8,3,1,8,132.38
5.25,8,8,1,0,122.25
6.29,4,0,1,6,97.15
5.68,7,8,0,1,115.99
6.3,4,3,0,8,105.49
6.93,1,9,1,8,135.12
9.71,1,4,0,8,124.58
8.05,1,10,0,3,118.45
9.17,2,0,0,5,99.14
8.55,6,0,1,1,106.7
5.56,10,5,1,2,132.96
8.68,5,9,1,5,156.46
6.38,2,0,0,0,60.86
8.2,8,1,1,6,138.7
6.7,9,2,0,1,111.01
9.99,7,6,1,7,169.07
6.32,9,1,1,4,122.3
6.4,4,4,0,6,107.26
9.65,7,8,1,7,176.14
5.12,5,9,0,2,107.48
8.48,5,7,1,5,146.46
8.63,3,7,1,8,148.78
9.18,9,10,1,3,179.02
9.87,10,1,0,6,148.65
9.88,5,0,1,0,115.2
5.33,6,8,0,6,123.52
9.11,3,9,0,8,150.2
8.23,10,3,0,7,148.92
8.24,7,8,1,3,151.16
5.64,9,10,1,2,143.4
8.25,9,10,1,6,177.62
9.91,10,6,1,0,165.72
9.56,10,5,1,7,177.87
7.2,5,9,0,0,118.37
5.2,7,8,0,6,129.19
6.81,3,9,0,5,122.67
9.13,6,3,0,7,134.58
8.51,8,0,0,5,125.46
7.3,8,4,0,4,123.06
5.28,2,5,1,8,107.12
7.13,6,5,0,3,116.76
7.35,7,0,0,6,114.06
9.64,7,6,0,5,151.9
8.21,3,7,0,5,123.15
6.56,9,4,1,4,135.13
7.63,2,1,0,1,83.4
5.33,3,1,1,3,80.81
9.86,2,10,1,0,140.1
6.8,9,4,0,8,135.36
7.39,4,6,0,8,125.46
6.78,2,6,1,7,120.25
8.41,3,3,0,3,100.07
8.31,4,10,0,4,139.59
8.58,10,2,0,0,125.16
6.34,6,8,1,3,129.66
6.58,5,6,0,3,109.17
5.63,3,1,1,4,89.07
8.28,10,0,1,1,129.89
5.2,8,10,1,1,132.77
7.99,8,1,0,1,112.46
9.35,7,2,1,7,150.45
9.45,3,4,0,1,108.87
7.25,1,2,1,5,97.88
7.3,5,9,0,1,124.39
5.38,1,8,0,7,102.78
8.35,6,9,1,0,141.48
9.11,7,3,1,1,130.49
6.22,5,6,1,4,117.4
7.11,4,3,0,5,102.54
9.19,2,2,0,8,114.82
9.39,5,9,0,5,150.51
6.22,9,0,1,7,125.63
7.75,4,8,0,6,135.49
5.96,2,10,0,0,97.02
5.51,6,0,0,1,76.98
9.56,8,10,1,3,171.81
9.1,2,0,1,0,97.28
8.8,9,0,0,7,133.77
5.24,7,4,1,3,110.54
9.22,2,6,1,6,137.14
7.19,5,6,1,6,135.01
6.71,5,9,1,7,148.98
7.73,7,0,1,8,132.3
5.46,5,5,1,8,122.49
8.78,6,8,1,6,162.35
7.91,9,5,1,8,164.62
5.93,3,3,1,4,95.14
5.94,3,9,0,3,109.46
5.92,8,8,0,2,124.93
5.29,10,2,1,5,125.07
7.94,6,9,1,8,163.8
9.2,10,3,1,3,153.85
5.09,3,3,1,1,79.83
5.25,2,3,0,2,71.93
7.86,2,5,1,2,105.85
9.1,2,10,0,1,123.66
6.63,5,10,0,8,143.42
6.75,5,6,0,3,111.84
7.98,1,8,0,2,108.84
6.37,2,10,0,5,116.68
5.13,2,2,0,7,77.4
8.68,4,7,1,7,148.53
8.13,7,7,1,5,154.1
7.9,3,0,0,4,90.7
8.71,5,4,1,6,137.73
8.38,9,9,0,2,153.46
6.03,5,4,1,1,101.12
6.76,9,7,0,7,145.45
5.63,1,7,0,8,99.12
5.65,9,1,1,5,119.97
8.38,5,2,0,3,107.3
9.29,8,1,1,5,144.5
9.81,5,0,0,6,120.32
8.14,6,1,1,7,127.51
5.92,8,9,1,2,138.55
5.53,2,5,1,5,103.41
9.06,3,0,1,5,112.32
7.89,9,5,1,6,157.44
8.09,5,0,0,3,99.07
8.91,5,1,0,5,112.45
8.52,9,7,1,1,157.03
9.17,10,5,0,7,163.88
5.28,3,8,0,2,92.63
8.74,4,0,1,8,122.88
9.25,7,4,1,7,155.62
6.43,2,6,0,5,101.94
8.2,8,8,1,1,149.26
6.57,5,10,1,7,153.81
9.79,1,8,1,5,138.44
5.17,3,3,0,0,69.56
7.9,9,3,1,5,141.24
5.83,5,3,0,4,95.41
8.56,8,2,1,5,142.22
5.88,1,7,0,0,77.8
6.18,7,4,1,3,122.41
7.47,7,6,1,6,147.64
9.57,8,9,1,4,173.96
6.06,3,5,0,5,99.32
5.72,1,8,0,1,84.58
8.79,9,2,0,7,146.86
7.5,1,5,0,3,96.06
9.56,6,2,1,5,140.22
5.73,9,1,1,2,112.09
8.23,2,2,0,8,104.88
6.16,4,1,0,7,97.25
5.78,2,1,0,5,75.07
8.42,4,9,0,8,149.39
7.97,2,10,0,8,139.25
8.77,1,6,0,1,104.21
6.55,3,9,1,8,135.28
7.24,8,2,0,7,125.08
7.03,5,7,0,1,116.72
9.92,4,1,0,8,124.32
6.46,5,10,1,4,136.49
6.47,6,10,0,8,145.88
6.77,6,6,1,2,124.27
7.82,5,2,1,3,113.5
6.26,6,8,0,0,113.33
9.58,9,6,1,4,169.42
6.33,5,8,0,6,125.59
9.48,6,1,1,6,137.3
5.52,4,5,0,5,99.09
8.28,3,4,0,5,111.27
9.53,6,1,1,7,137.88
5.84,5,3,0,8,108.35
9.84,4,3,0,3,121.26
7.26,5,7,1,3,129.81
9.73,7,6,1,7,163.3
8.38,1,4,0,4,98.93
6.51,1,8,1,8,124.87
5.94,1,0,0,5,64.66
6.52,2,3,1,8,109.54
5.47,9,4,1,3,122.83
5.72,5,7,1,0,108.72
5.52,9,2,0,3,104.81
7.11,5,4,0,8,119.65
8.98,7,2,0,6,135.69
5.71,6,6,0,5,116.29
5.65,2,9,0,1,95.5
8.22,3,2,1,3,109.55
5.99,5,6,0,0,97.89
5.49,4,1,1,2,85.79
5.83,6,6,1,1,112.35
9.62,8,8,1,3,170.7
9.11,8,4,0,3,140.44
6.77,3,5,1,8,123.92
8.28,4,9,0,6,139.66
7.69,1,10,0,2,110.04
8.39,2,2,0,6,103.54
8.41,9,9,0,7,172.68
8.14,10,4,1,6,156.83
6.33,10,4,0,7,139.68
5.2,2,2,1,8,92.62
7.28,6,7,1,0,125.45
9.45,7,5,0,5,143.29
7.85,6,2,1,3,118.27
9.16,8,0,1,0,124.59
9.96,9,9,1,1,175.21
5.82,8,0,0,3,96.02
8.46,5,10,1,0,141.67
8.37,8,9,0,5,155.76
9.9,10,1,0,0,133.32
9.93,10,9,0,8,188.69
8.43,9,4,0,2,134.89
6.22,8,6,1,0,123.1
8.99,2,0,1,5,106.35
5.54,2,0,1,5,79.6
8.9,3,3,0,6,116.93
9.55,7,9,1,6,177.86
6.91,9,5,0,3,128.64
8.15,8,8,1,4,160.32
7.15,9,0,0,2,111.81
7.19,6,10,0,5,143.65
6.55,1,9,0,6,113.74
8.81,4,4,0,8,129.24
9.68,6,8,1,8,172.01
9.7,6,7,0,4,147.31
5.87,8,6,1,3,129.89
9.37,1,9,1,6,146.13
8.69,2,1,1,2,98.04
6.26,2,8,0,3,100.94
5.34,6,7,0,8,126.84
6.34,7,10,0,4,138.15
9.56,2,9,1,6,150.47
8.17,5,9,0,1,129.8
8.61,6,8,0,8,152.59
6.29,4,8,1,4,122.0
8.6,1,8,0,4,114.6
5.14,3,2,1,3,83.54
6.88,10,6,1,7,161.85
8.13,9,0,1,3,130.6
5.73,6,8,0,1,113.13
9.12,2,8,0,4,129.83
6.18,9,2,1,2,118.69
8.26,4,4,1,3,120.96
7.03,8,7,0,2,133.16
7.98,10,5,0,6,150.44
5.54,7,9,1,5,137.94
5.08,3,9,1,1,104.0
9.55,8,8,1,7,178.47
6.35,4,2,0,4,90.88
9.1,2,6,1,5,130.09
10.0,5,5,0,7,146.71
6.06,1,4,1,6,96.32
6.33,8,3,0,2,111.06
8.31,8,4,1,1,133.13
9.83,3,3,0,2,111.34
9.58,1,2,0,7,109.96
7.51,4,6,0,3,113.58
8.98,9,5,0,7,159.66
5.68,9,3,0,3,111.96
9.89,1,8,0,6,133.84
9.82,7,0,1,5,139.96
5.82,6,0,1,0,88.24
6.5,7,8,1,7,150.52
5.5,7,6,0,5,118.78
6.36,8,1,0,1,99.16
9.08,8,10,1,4,171.35
6.89,10,9,0,1,143.43
5.44,2,4,0,6,88.29
6.71,4,3,1,5,110.11
9.91,4,0,1,6,126.68
8.15,10,8,1,5,172.94
7.08,8,5,1,0,127.44
5.83,3,10,1,2,118.6
9.93,3,5,1,1,125.86
9.1,2,3,1,0,102.0
6.41,1,1,0,0,61.87
5.35,8,7,0,3,118.32
5.28,9,7,0,0,113.64
5.6,9,2,0,1,99.01
7.9,8,6,1,0,139.53
9.64,5,6,0,5,141.57
7.48,1,4,0,3,90.55
9.21,9,4,0,7,157.1
7.23,6,7,0,4,127.75
8.54,7,3,1,4,139.37
8.66,8,0,0,7,127.88
5.87,5,0,1,5,94.79
6.81,6,8,1,5,139.17
8.19,7,3,0,2,119.34
5.35,7,0,1,5,103.84
6.81,2,1,0,6,85.52
7.67,1,9,1,1,114.93
9.98,8,6,1,2,162.39
7.37,5,1,1,5,111.59
9.08,10,0,0,8,147.23
7.16,2,9,0,8,125.91
8.98,3,8,0,7,142.05
7.98,6,4,0,7,132.07
9.43,10,3,1,8,168.67
7.05,6,3,0,8,121.92
8.02,8,10,1,8,174.01
8.15,5,0,1,4,114.0
7.09,5,2,1,5,118.79
5.72,7,0,1,4,98.41
5.47,10,4,1,0,116.89
5.08,5,4,1,3,101.0
9.37,9,8,1,0,161.9
6.18,6,7,1,0,116.64
6.06,7,4,1,2,111.99
8.68,8,4,1,6,154.09
6.6,5,6,1,0,113.58
7.53,4,1,0,6,107.94
5.81,8,6,1,0,123.12
9.8,10,0,0,8,149.79
9.26,9,4,0,4,147.04
9.32,1,5,1,5,125.74
7.03,3,10,1,8,143.89
8.81,4,9,1,2,144.05
5.72,7,0,1,2,98.16
5.04,6,8,0,4,116.82
5.1,10,8,0,6,142.4
7.93,10,0,1,2,130.03
7.28,1,3,0,3,82.94
7.59,4,7,1,1,119.13
5.04,6,1,1,8,108.74
7.11,3,10,1,8,145.1
8.59,2,7,0,1,109.11
7.21,2,9,0,4,117.95
8.66,10,8,0,0,154.03
6.17,4,8,1,7,129.85
9.07,1,0,0,5,92.1
7.94,10,8,1,1,157.67
6.05,2,3,1,1,84.06
6.18,10,7,0,4,134.94
8.14,2,8,1,6,132.2
9.15,4,2,1,8,134.96
7.08,4,5,1,8,132.2
6.29,1,2,1,5,88.48
9.34,7,0,0,1,114.02
8.35,7,9,1,5,163.17
7.24,10,5,1,0,140.48
7.44,10,4,1,1,141.49
6.02,10,2,0,2,110.65
8.13,1,3,1,4,105.84
6.79,8,1,1,0,109.37
9.98,10,9,0,4,182.84
7.4,7,9,1,4,150.61
7.43,7,3,0,3,115.2
7.83,6,3,1,2,118.57
9.58,4,2,0,6,120.72
9.0,8,5,1,6,160.8
7.26,2,0,0,0,68.46
8.59,7,8,0,6,154.83
7.93,3,10,1,2,135.49
7.46,3,9,1,2,126.22
5.96,7,2,0,5,105.21
7.32,3,2,1,5,104.62
6.23,5,2,1,3,100.43
9.57,8,6,0,4,152.48
6.68,4,7,0,2,107.81
9.76,7,1,1,2,134.51
7.67,7,0,1,8,131.54
8.16,2,4,1,4,116.38
7.71,8,7,1,0,137.77
5.65,10,2,0,8,126.71
6.88,10,5,0,5,138.26
5.5,9,2,0,8,123.52
8.11,6,5,0,6,131.91
7.23,5,3,1,6,125.19
8.89,1,10,0,4,131.02
6.1,1,6,0,6,96.65
5.82,9,10,1,3,151.17
7.03,4,9,1,5,137.33
9.63,1,0,0,1,84.43
8.55,10,0,1,2,133.54
7.09,3,4,0,1,90.46
7.59,6,8,1,1,139.34
5.42,8,4,1,6,125.28
9.92,10,3,0,4,153.79
8.33,2,7,1,5,131.08
6.43,8,4,0,2,112.85
7.93,1,0,0,4,81.26
5.55,2,6,0,4,87.37
9.83,8,10,1,3,180.28
5.87,7,3,0,3,105.25
8.24,5,9,0,7,147.72
6.23,10,4,0,5,129.06
8.59,2,5,0,1,103.29
8.88,9,6,0,1,140.78
8.37,5,10,0,1,132.93
8.07,8,1,1,5,133.47
9.46,4,0,0,0,98.73
5.39,9,2,1,2,113.43
6.65,10,9,1,0,147.94
6.24,7,0,0,3,90.57
9.94,2,3,1,0,111.6
6.95,3,5,1,8,125.08
8.66,2,4,0,5,110.16
8.42,5,10,1,7,167.0
6.06,2,3,0,1,73.22
6.19,5,6,1,5,119.0
6.41,9,10,0,3,144.44
7.06,2,10,1,6,135.35
6.17,9,5,0,7,136.15
5.1,7,2,0,5,98.43
9.4,7,8,1,0,151.49
9.83,5,4,0,7,136.63
6.71,8,9,0,0,129.83
6.69,7,0,1,8,121.86
5.04,6,5,0,1,93.78
8.4,2,4,0,5,109.19
9.13,6,9,1,7,172.5
5.73,2,7,1,4,103.95
5.8,1,3,1,1,73.8
8.95,9,0,1,4,137.46
8.08,5,10,1,0,138.18
5.22,10,1,1,7,125.14
8.11,10,7,0,7,166.79
6.54,4,9,1,1,121.65
6.84,8,7,1,5,151.69
8.85,5,4,1,7,142.78
9.05,7,5,0,7,146.09
7.0,3,1,0,6,91.4
9.74,8,10,0,2,165.94
7.03,8,8,1,3,144.99
8.86,3,5,0,0,106.99
7.42,9,8,0,8,159.64
9.49,8,10,0,1,157.04
9.54,1,9,0,6,138.08
5.44,8,2,1,7,121.32
9.68,4,5,1,3,134.8
9.13,6,9,1,0,148.86
8.96,10,4,1,4,158.64
6.0,9,8,1,5,154.47
9.03,5,9,1,6,163.33
9.25,7,0,0,0,107.82
6.45,1,8,1,3,106.62
9.76,9,4,1,4,157.05
5.25,6,0,1,4,94.27
5.75,4,9,1,6,128.5
7.69,6,7,1,3,138.68
7.88,5,6,0,6,126.1
8.23,3,5,0,7,121.75
5.08,7,1,0,1,86.08
9.8,3,4,0,0,109.52
5.22,2,2,0,0,58.23
5.72,4,1,1,0,79.68
5.07,7,9,0,8,135.43
7.83,5,0,0,3,101.06
9.66,9,8,1,8,187.62
8.33,10,1,0,6,136.23
9.11,7,10,0,6,165.95
5.07,9,0,1,1,98.92
7.71,9,6,1,1,144.81
7.3,2,8,1,4,123.89
7.49,1,5,0,0,88.87
5.36,4,7,0,6,107.7
8.42,4,10,0,6,144.0
7.52,2,6,1,7,121.42
8.83,3,8,0,6,136.93
7.43,3,6,0,7,117.64
5.75,5,5,0,2,98.76
8.24,1,0,0,2,75.95
5.86,9,8,1,7,158.35
9.36,8,9,1,8,182.03
8.07,8,4,1,3,141.57
5.79,3,1,1,7,98.1
9.81,2,10,0,0,129.55
7.59,1,7,1,1,104.5
5.36,6,3,0,8,109.98
8.13,10,2,1,1,136.33
6.27,1,0,1,1,64.47
9.02,5,4,0,7,137.26
9.09,9,2,0,4,137.02
9.89,9,3,1,4,161.12
7.51,4,8,0,5,126.94
7.27,7,10,1,7,166.16
8.77,7,6,0,7,148.42
5.66,4,10,1,8,139.73
7.73,5,4,1,2,119.16
